Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
1609,-0.1733,16.4931,0.09052,11.498,12.649,13.8,15.076,16.493,18.069,19.824,21.782,23.741
1610,-0.1733,16.4948,0.09053,11.499,12.65,13.801,15.078,16.495,18.071,19.826,21.785,23.744
1611,-0.1733,16.4965,0.09054,11.499,12.651,13.803,15.079,16.496,18.073,19.829,21.788,23.748
1612,-0.1733,16.4981,0.09056,11.499,12.651,13.803,15.08,16.498,18.075,19.831,21.792,23.752
1613,-0.1733,16.4998,0.09057,11.5,12.652,13.804,15.082,16.5,18.077,19.834,21.795,23.755
1614,-0.1733,16.5015,0.09058,11.501,12.653,13.806,15.083,16.502,18.079,19.836,21.798,23.759
1615,-0.1733,16.5032,0.0906,11.501,12.654,13.807,15.084,16.503,18.081,19.839,21.801,23.763
1616,-0.1733,16.5049,0.09061,11.502,12.655,13.808,15.086,16.505,18.083,19.842,21.804,23.767
1617,-0.1733,16.5066,0.09062,11.503,12.656,13.809,15.087,16.507,18.085,19.844,21.807,23.77
1618,-0.1733,16.5082,0.09064,11.503,12.656,13.81,15.088,16.508,18.087,19.847,21.811,23.774
1619,-0.1733,16.5099,0.09065,11.504,12.657,13.811,15.09,16.51,18.089,19.849,21.813,23.778
1620,-0.1733,16.5116,0.09067,11.504,12.658,13.812,15.091,16.512,18.092,19.852,21.817,23.782
1621,-0.1733,16.5133,0.09068,11.505,12.659,13.813,15.092,16.513,18.094,19.855,21.82,23.785
1622,-0.1733,16.515,0.09069,11.505,12.66,13.814,15.094,16.515,18.096,19.857,21.823,23.789
1623,-0.1733,16.5167,0.09071,11.506,12.66,13.815,15.095,16.517,18.098,19.86,21.827,23.793
1624,-0.1733,16.5184,0.09072,11.506,12.661,13.816,15.096,16.518,18.1,19.862,21.83,23.797
1625,-0.1733,16.52,0.09073,11.507,12.662,13.817,15.098,16.52,18.102,19.865,21.832,23.8
1626,-0.1733,16.5217,0.09075,11.507,12.663,13.818,15.099,16.522,18.104,19.868,21.836,23.804
1627,-0.1733,16.5234,0.09076,11.508,12.664,13.819,15.1,16.523,18.106,19.87,21.839,23.808
1628,-0.1733,16.5251,0.09077,11.509,12.664,13.82,15.102,16.525,18.108,19.873,21.842,23.811
1629,-0.1733,16.5268,0.09079,11.509,12.665,13.821,15.103,16.527,18.111,19.875,21.845,23.815
1630,-0.1733,16.5285,0.0908,11.51,12.666,13.822,15.105,16.528,18.113,19.878,21.848,23.819
1631,-0.1733,16.5302,0.09082,11.51,12.667,13.823,15.106,16.53,18.115,19.881,21.852,23.823
1632,-0.1733,16.5318,0.09083,11.511,12.667,13.824,15.107,16.532,18.117,19.883,21.855,23.827
1633,-0.1733,16.5335,0.09084,11.511,12.668,13.825,15.108,16.534,18.119,19.885,21.858,23.83
1634,-0.1733,16.5352,0.09086,11.512,12.669,13.826,15.11,16.535,18.121,19.888,21.861,23.834
1635,-0.1733,16.5369,0.09087,11.512,12.67,13.827,15.111,16.537,18.123,19.891,21.864,23.838
1636,-0.1733,16.5386,0.09088,11.513,12.671,13.829,15.113,16.539,18.125,19.893,21.867,23.841
1637,-0.1733,16.5403,0.0909,11.513,12.671,13.83,15.114,16.54,18.127,19.896,21.871,23.846
1638,-0.1733,16.5419,0.09091,11.514,12.672,13.831,15.115,16.542,18.129,19.898,21.874,23.849
1639,-0.1733,16.5436,0.09092,11.515,12.673,13.832,15.117,16.544,18.131,19.901,21.877,23.852
1640,-0.1733,16.5453,0.09094,11.515,12.674,13.833,15.118,16.545,18.134,19.904,21.88,23.857
1641,-0.1733,16.547,0.09095,11.516,12.675,13.834,15.119,16.547,18.136,19.906,21.883,23.86
1642,-0.1733,16.5487,0.09097,11.516,12.675,13.835,15.12,16.549,18.138,19.909,21.887,23.864
1643,-0.1733,16.5504,0.09098,11.517,12.676,13.836,15.122,16.55,18.14,19.912,21.89,23.868
1644,-0.1733,16.5521,0.09099,11.517,12.677,13.837,15.123,16.552,18.142,19.914,21.893,23.871
1645,-0.1733,16.5537,0.09101,11.518,12.678,13.838,15.124,16.554,18.144,19.917,21.896,23.876
1646,-0.1733,16.5554,0.09102,11.518,12.679,13.839,15.126,16.555,18.146,19.919,21.899,23.879
1647,-0.1733,16.5571,0.09103,11.519,12.68,13.84,15.127,16.557,18.148,19.922,21.902,23.882
1648,-0.1733,16.5588,0.09105,11.519,12.68,13.841,15.128,16.559,18.15,19.925,21.906,23.887
1649,-0.1733,16.5605,0.09106,11.52,12.681,13.842,15.13,16.56,18.152,19.927,21.909,23.89
1650,-0.1733,16.5622,0.09107,11.521,12.682,13.843,15.131,16.562,18.155,19.929,21.912,23.894
1651,-0.1733,16.5638,0.09109,11.521,12.682,13.844,15.132,16.564,18.157,19.932,21.915,23.898
1652,-0.1733,16.5655,0.0911,11.522,12.683,13.845,15.134,16.566,18.159,19.935,21.918,23.901
1653,-0.1733,16.5672,0.09111,11.522,12.684,13.846,15.135,16.567,18.161,19.937,21.921,23.905
1654,-0.1733,16.5689,0.09113,11.523,12.685,13.847,15.137,16.569,18.163,19.94,21.925,23.909
1655,-0.1733,16.5706,0.09114,11.523,12.686,13.848,15.138,16.571,18.165,19.942,21.927,23.912
1656,-0.1733,16.5722,0.09115,11.524,12.687,13.849,15.139,16.572,18.167,19.945,21.93,23.916
1657,-0.1733,16.5739,0.09117,11.524,12.687,13.85,15.14,16.574,18.169,19.948,21.934,23.92
1658,-0.1733,16.5756,0.09118,11.525,12.688,13.852,15.142,16.576,18.171,19.95,21.937,23.924
1659,-0.1733,16.5773,0.0912,11.525,12.689,13.852,15.143,16.577,18.173,19.953,21.94,23.928
1660,-0.1733,16.579,0.09121,11.526,12.69,13.854,15.145,16.579,18.176,19.955,21.943,23.931
1661,-0.1733,16.5807,0.09122,11.527,12.691,13.855,15.146,16.581,18.178,19.958,21.946,23.935
1662,-0.1733,16.5823,0.09124,11.527,12.691,13.855,15.147,16.582,18.18,19.961,21.95,23.939
1663,-0.1733,16.584,0.09125,11.528,12.692,13.857,15.149,16.584,18.182,19.963,21.953,23.942
1664,-0.1733,16.5857,0.09126,11.528,12.693,13.858,15.15,16.586,18.184,19.966,21.956,23.946
1665,-0.1733,16.5874,0.09128,11.529,12.694,13.859,15.151,16.587,18.186,19.968,21.959,23.95
1666,-0.1733,16.5891,0.09129,11.529,12.695,13.86,15.153,16.589,18.188,19.971,21.962,23.954
1667,-0.1733,16.5907,0.0913,11.53,12.695,13.861,15.154,16.591,18.19,19.973,21.965,23.957
1668,-0.1733,16.5924,0.09132,11.53,12.696,13.862,15.155,16.592,18.192,19.976,21.969,23.961
1669,-0.1733,16.5941,0.09133,11.531,12.697,13.863,15.157,16.594,18.194,19.979,21.972,23.965
1670,-0.1733,16.5958,0.09134,11.532,12.698,13.864,15.158,16.596,18.196,19.981,21.975,23.968
1671,-0.1733,16.5975,0.09136,11.532,12.698,13.865,15.159,16.598,18.199,19.984,21.978,23.973
1672,-0.1733,16.5991,0.09137,11.533,12.699,13.866,15.161,16.599,18.201,19.986,21.981,23.976
1673,-0.1733,16.6008,0.09138,11.533,12.7,13.867,15.162,16.601,18.203,19.989,21.984,23.979
1674,-0.1733,16.6025,0.0914,11.534,12.701,13.868,15.163,16.602,18.205,19.992,21.988,23.984
1675,-0.1733,16.6042,0.09141,11.534,12.702,13.869,15.165,16.604,18.207,19.994,21.991,23.987
1676,-0.1733,16.6058,0.09143,11.535,12.702,13.87,15.166,16.606,18.209,19.997,21.994,23.991
1677,-0.1733,16.6075,0.09144,11.535,12.703,13.871,15.167,16.608,18.211,19.999,21.997,23.995
1678,-0.1733,16.6092,0.09145,11.536,12.704,13.872,15.169,16.609,18.213,20.002,22,23.998
1679,-0.1733,16.6109,0.09147,11.536,12.705,13.873,15.17,16.611,18.215,20.005,22.004,24.003
1680,-0.1733,16.6125,0.09148,11.537,12.706,13.874,15.171,16.612,18.217,20.007,22.006,24.006
1681,-0.1733,16.6142,0.09149,11.538,12.707,13.875,15.173,16.614,18.219,20.009,22.009,24.009
1682,-0.1733,16.6159,0.09151,11.538,12.707,13.876,15.174,16.616,18.222,20.012,22.013,24.014
1683,-0.1733,16.6176,0.09152,11.539,12.708,13.877,15.175,16.618,18.224,20.015,22.016,24.017
1684,-0.1733,16.6192,0.09153,11.539,12.709,13.879,15.176,16.619,18.226,20.017,22.019,24.021
1685,-0.1733,16.6209,0.09155,11.54,12.709,13.879,15.178,16.621,18.228,20.02,22.022,24.025
1686,-0.1733,16.6226,0.09156,11.54,12.71,13.881,15.179,16.623,18.23,20.022,22.025,24.028
1687,-0.1733,16.6243,0.09157,11.541,12.711,13.882,15.181,16.624,18.232,20.025,22.028,24.032
1688,-0.1733,16.6259,0.09159,11.541,12.712,13.883,15.182,16.626,18.234,20.028,22.032,24.036
1689,-0.1733,16.6276,0.0916,11.542,12.713,13.884,15.183,16.628,18.236,20.03,22.035,24.04
1690,-0.1733,16.6293,0.09161,11.543,12.714,13.885,15.185,16.629,18.238,20.033,22.038,24.043
1691,-0.1733,16.6309,0.09163,11.543,12.714,13.886,15.186,16.631,18.24,20.035,22.041,24.047
1692,-0.1733,16.6326,0.09164,11.544,12.715,13.887,15.187,16.633,18.242,20.038,22.044,24.051
1693,-0.1733,16.6343,0.09165,11.544,12.716,13.888,15.188,16.634,18.244,20.04,22.047,24.054
1694,-0.1733,16.6359,0.09167,11.544,12.717,13.889,15.19,16.636,18.246,20.043,22.051,24.058
1695,-0.1733,16.6376,0.09168,11.545,12.717,13.89,15.191,16.638,18.248,20.045,22.054,24.062
1696,-0.1733,16.6393,0.09169,11.546,12.718,13.891,15.192,16.639,18.251,20.048,22.057,24.065
1697,-0.1733,16.641,0.09171,11.546,12.719,13.892,15.194,16.641,18.253,20.051,22.06,24.07
1698,-0.1733,16.6426,0.09172,11.547,12.72,13.893,15.195,16.643,18.255,20.053,22.063,24.073
1699,-0.1733,16.6443,0.09173,11.548,12.721,13.894,15.196,16.644,18.257,20.056,22.066,24.076
1700,-0.1733,16.646,0.09175,11.548,12.721,13.895,15.198,16.646,18.259,20.058,22.07,24.081
1701,-0.1733,16.6476,0.09176,11.548,12.722,13.896,15.199,16.648,18.261,20.061,22.072,24.084
1702,-0.1733,16.6493,0.09177,11.549,12.723,13.897,15.2,16.649,18.263,20.063,22.075,24.087
1703,-0.1733,16.651,0.09179,11.549,12.724,13.898,15.202,16.651,18.265,20.066,22.079,24.092
1704,-0.1733,16.6526,0.0918,11.55,12.725,13.899,15.203,16.653,18.267,20.068,22.082,24.095
1705,-0.1733,16.6543,0.09181,11.551,12.726,13.9,15.204,16.654,18.269,20.071,22.085,24.099
1706,-0.1733,16.6559,0.09183,11.551,12.726,13.901,15.206,16.656,18.271,20.074,22.088,24.103
1707,-0.1733,16.6576,0.09184,11.552,12.727,13.902,15.207,16.658,18.273,20.076,22.091,24.106
1708,-0.1733,16.6593,0.09185,11.552,12.728,13.903,15.208,16.659,18.275,20.079,22.094,24.11
1709,-0.1733,16.6609,0.09187,11.553,12.728,13.904,15.209,16.661,18.278,20.081,22.098,24.114
1710,-0.1733,16.6626,0.09188,11.553,12.729,13.905,15.211,16.663,18.28,20.084,22.101,24.117
1711,-0.1733,16.6643,0.09189,11.554,12.73,13.906,15.212,16.664,18.282,20.086,22.104,24.121
1712,-0.1733,16.6659,0.09191,11.554,12.731,13.907,15.213,16.666,18.284,20.089,22.107,24.125
1713,-0.1733,16.6676,0.09192,11.555,12.732,13.908,15.215,16.668,18.286,20.092,22.11,24.129
1714,-0.1733,16.6692,0.09194,11.555,12.732,13.909,15.216,16.669,18.288,20.094,22.114,24.133
1715,-0.1733,16.6709,0.09195,11.556,12.733,13.91,15.217,16.671,18.29,20.097,22.117,24.136
1716,-0.1733,16.6726,0.09196,11.557,12.734,13.912,15.219,16.673,18.292,20.099,22.12,24.14
1717,-0.1733,16.6742,0.09198,11.557,12.735,13.912,15.22,16.674,18.294,20.102,22.123,24.144
1718,-0.1733,16.6759,0.09199,11.557,12.735,13.913,15.221,16.676,18.296,20.104,22.126,24.147
1719,-0.1733,16.6775,0.092,11.558,12.736,13.915,15.223,16.678,18.298,20.107,22.129,24.151
1720,-0.1733,16.6792,0.09202,11.558,12.737,13.915,15.224,16.679,18.3,20.11,22.132,24.155
1721,-0.1733,16.6808,0.09203,11.559,12.738,13.916,15.225,16.681,18.302,20.112,22.135,24.158
1722,-0.1733,16.6825,0.09204,11.56,12.739,13.918,15.227,16.682,18.304,20.114,22.138,24.162
1723,-0.1733,16.6842,0.09206,11.56,12.739,13.918,15.228,16.684,18.307,20.117,22.142,24.166
1724,-0.1733,16.6858,0.09207,11.561,12.74,13.92,15.229,16.686,18.309,20.12,22.145,24.17
1725,-0.1733,16.6875,0.09208,11.561,12.741,13.921,15.231,16.688,18.311,20.122,22.148,24.173
1726,-0.1733,16.6891,0.09209,11.562,12.742,13.922,15.232,16.689,18.313,20.125,22.15,24.176
1727,-0.1733,16.6908,0.09211,11.562,12.742,13.923,15.233,16.691,18.315,20.127,22.154,24.181
1728,-0.1733,16.6924,0.09212,11.563,12.743,13.924,15.234,16.692,18.317,20.13,22.157,24.184
1729,-0.1733,16.6941,0.09213,11.564,12.744,13.925,15.236,16.694,18.319,20.132,22.16,24.188
1730,-0.1733,16.6957,0.09215,11.564,12.745,13.926,15.237,16.696,18.321,20.135,22.163,24.192
1731,-0.1733,16.6974,0.09216,11.565,12.746,13.927,15.238,16.697,18.323,20.137,22.166,24.195
1732,-0.1733,16.699,0.09217,11.565,12.747,13.928,15.24,16.699,18.325,20.14,22.169,24.199
1733,-0.1733,16.7007,0.09219,11.565,12.747,13.929,15.241,16.701,18.327,20.143,22.173,24.203
1734,-0.1733,16.7023,0.0922,11.566,12.748,13.93,15.242,16.702,18.329,20.145,22.176,24.206
1735,-0.1733,16.704,0.09221,11.567,12.749,13.931,15.244,16.704,18.331,20.147,22.179,24.21
1736,-0.1733,16.7056,0.09223,11.567,12.749,13.932,15.245,16.706,18.333,20.15,22.182,24.214
1737,-0.1733,16.7073,0.09224,11.568,12.75,13.933,15.246,16.707,18.335,20.153,22.185,24.217
1738,-0.1733,16.7089,0.09225,11.568,12.751,13.934,15.248,16.709,18.337,20.155,22.188,24.221
1739,-0.1733,16.7106,0.09227,11.569,12.752,13.935,15.249,16.711,18.34,20.158,22.192,24.225
1740,-0.1733,16.7122,0.09228,11.569,12.753,13.936,15.25,16.712,18.341,20.16,22.194,24.229
1741,-0.1733,16.7139,0.09229,11.57,12.754,13.937,15.252,16.714,18.344,20.163,22.197,24.232
1742,-0.1733,16.7155,0.09231,11.57,12.754,13.938,15.253,16.716,18.346,20.166,22.201,24.236
1743,-0.1733,16.7172,0.09232,11.571,12.755,13.939,15.254,16.717,18.348,20.168,22.204,24.24
1744,-0.1733,16.7188,0.09233,11.572,12.756,13.94,15.255,16.719,18.35,20.17,22.207,24.243
1745,-0.1733,16.7204,0.09235,11.572,12.756,13.941,15.257,16.72,18.352,20.173,22.21,24.247
1746,-0.1733,16.7221,0.09236,11.572,12.757,13.942,15.258,16.722,18.354,20.176,22.213,24.251
1747,-0.1733,16.7237,0.09237,11.573,12.758,13.943,15.259,16.724,18.356,20.178,22.216,24.254
1748,-0.1733,16.7254,0.09239,11.573,12.759,13.944,15.261,16.725,18.358,20.181,22.22,24.258
1749,-0.1733,16.727,0.0924,11.574,12.76,13.945,15.262,16.727,18.36,20.183,22.222,24.262
1750,-0.1733,16.7287,0.09241,11.575,12.76,13.946,15.263,16.729,18.362,20.186,22.225,24.265
1751,-0.1733,16.7303,0.09243,11.575,12.761,13.947,15.264,16.73,18.364,20.188,22.229,24.27
1752,-0.1733,16.7319,0.09244,11.576,12.762,13.948,15.266,16.732,18.366,20.191,22.232,24.273
1753,-0.1733,16.7336,0.09245,11.576,12.763,13.949,15.267,16.734,18.368,20.193,22.235,24.276
1754,-0.1733,16.7352,0.09247,11.576,12.763,13.95,15.268,16.735,18.37,20.196,22.238,24.281
1755,-0.1733,16.7369,0.09248,11.577,12.764,13.951,15.27,16.737,18.372,20.198,22.241,24.284
1756,-0.1733,16.7385,0.09249,11.578,12.765,13.952,15.271,16.738,18.374,20.201,22.244,24.287
1757,-0.1733,16.7402,0.09251,11.578,12.766,13.953,15.272,16.74,18.376,20.204,22.248,24.292
1758,-0.1733,16.7418,0.09252,11.579,12.766,13.954,15.274,16.742,18.378,20.206,22.251,24.295
1759,-0.1733,16.7434,0.09253,11.579,12.767,13.955,15.275,16.743,18.38,20.208,22.253,24.298
1760,-0.1733,16.7451,0.09254,11.58,12.768,13.956,15.276,16.745,18.382,20.211,22.256,24.302
1761,-0.1733,16.7467,0.09256,11.58,12.769,13.957,15.277,16.747,18.385,20.214,22.26,24.306
1762,-0.1733,16.7483,0.09257,11.581,12.77,13.958,15.279,16.748,18.387,20.216,22.263,24.309
1763,-0.1733,16.75,0.09258,11.582,12.77,13.959,15.28,16.75,18.389,20.218,22.266,24.313
1764,-0.1733,16.7516,0.0926,11.582,12.771,13.96,15.281,16.752,18.391,20.221,22.269,24.317
1765,-0.1733,16.7533,0.09261,11.583,12.772,13.961,15.283,16.753,18.393,20.224,22.272,24.321
1766,-0.1733,16.7549,0.09262,11.583,12.773,13.962,15.284,16.755,18.395,20.226,22.275,24.324
1767,-0.1733,16.7565,0.09264,11.583,12.773,13.963,15.285,16.756,18.397,20.229,22.278,24.328
1768,-0.1733,16.7582,0.09265,11.584,12.774,13.964,15.287,16.758,18.399,20.231,22.281,24.332
1769,-0.1733,16.7598,0.09266,11.585,12.775,13.965,15.288,16.76,18.401,20.234,22.284,24.335
1770,-0.1733,16.7614,0.09268,11.585,12.776,13.966,15.289,16.761,18.403,20.236,22.288,24.339
1771,-0.1733,16.7631,0.09269,11.586,12.776,13.967,15.29,16.763,18.405,20.239,22.291,24.343
1772,-0.1733,16.7647,0.0927,11.586,12.777,13.968,15.292,16.765,18.407,20.241,22.294,24.346
1773,-0.1733,16.7663,0.09272,11.586,12.778,13.969,15.293,16.766,18.409,20.244,22.297,24.35
1774,-0.1733,16.768,0.09273,11.587,12.779,13.97,15.294,16.768,18.411,20.246,22.3,24.354
1775,-0.1733,16.7696,0.09274,11.588,12.78,13.971,15.296,16.77,18.413,20.249,22.303,24.357
1776,-0.1733,16.7712,0.09276,11.588,12.78,13.972,15.297,16.771,18.415,20.252,22.306,24.361
1777,-0.1733,16.7728,0.09277,11.589,12.781,13.973,15.298,16.773,18.417,20.254,22.309,24.365
1778,-0.1733,16.7745,0.09278,11.589,12.782,13.974,15.299,16.774,18.419,20.256,22.312,24.368
1779,-0.1733,16.7761,0.09279,11.59,12.783,13.975,15.301,16.776,18.421,20.259,22.315,24.371
1780,-0.1733,16.7777,0.09281,11.59,12.783,13.976,15.302,16.778,18.423,20.261,22.319,24.376
1781,-0.1733,16.7794,0.09282,11.591,12.784,13.977,15.303,16.779,18.425,20.264,22.322,24.379
1782,-0.1733,16.781,0.09283,11.592,12.785,13.978,15.305,16.781,18.427,20.266,22.324,24.383
1783,-0.1733,16.7826,0.09285,11.592,12.785,13.979,15.306,16.783,18.429,20.269,22.328,24.387
1784,-0.1733,16.7842,0.09286,11.592,12.786,13.98,15.307,16.784,18.431,20.271,22.331,24.39
1785,-0.1733,16.7859,0.09287,11.593,12.787,13.981,15.309,16.786,18.433,20.274,22.334,24.394
1786,-0.1733,16.7875,0.09289,11.593,12.788,13.982,15.31,16.788,18.436,20.277,22.337,24.398
1787,-0.1733,16.7891,0.0929,11.594,12.789,13.983,15.311,16.789,18.437,20.279,22.34,24.401
1788,-0.1733,16.7908,0.09291,11.595,12.789,13.984,15.312,16.791,18.44,20.281,22.343,24.405
1789,-0.1733,16.7924,0.09293,11.595,12.79,13.985,15.314,16.792,18.442,20.284,22.347,24.409
1790,-0.1733,16.794,0.09294,11.595,12.791,13.986,15.315,16.794,18.444,20.287,22.349,24.412
1791,-0.1733,16.7956,0.09295,11.596,12.792,13.987,15.316,16.796,18.446,20.289,22.352,24.416
1792,-0.1733,16.7973,0.09296,11.597,12.793,13.988,15.318,16.797,18.448,20.291,22.355,24.419
1793,-0.1733,16.7989,0.09298,11.597,12.793,13.989,15.319,16.799,18.45,20.294,22.359,24.423
1794,-0.1733,16.8005,0.09299,11.598,12.794,13.99,15.32,16.8,18.452,20.297,22.362,24.427
1795,-0.1733,16.8021,0.093,11.598,12.795,13.991,15.321,16.802,18.454,20.299,22.364,24.43
1796,-0.1733,16.8037,0.09302,11.598,12.795,13.992,15.322,16.804,18.456,20.302,22.368,24.434
1797,-0.1733,16.8054,0.09303,11.599,12.796,13.993,15.324,16.805,18.458,20.304,22.371,24.438
1798,-0.1733,16.807,0.09304,11.6,12.797,13.994,15.325,16.807,18.46,20.307,22.374,24.441
1799,-0.1733,16.8086,0.09306,11.6,12.798,13.995,15.326,16.809,18.462,20.309,22.377,24.445
1800,-0.1733,16.8102,0.09307,11.601,12.798,13.996,15.328,16.81,18.464,20.312,22.38,24.449
1801,-0.1733,16.8119,0.09308,11.601,12.799,13.997,15.329,16.812,18.466,20.314,22.383,24.452
1802,-0.1733,16.8135,0.09309,11.602,12.8,13.998,15.33,16.814,18.468,20.316,22.386,24.456
1803,-0.1733,16.8151,0.09311,11.602,12.801,13.999,15.332,16.815,18.47,20.319,22.39,24.46
1804,-0.1733,16.8167,0.09312,11.603,12.802,14,15.333,16.817,18.472,20.322,22.392,24.463
1805,-0.1733,16.8183,0.09313,11.603,12.802,14.001,15.334,16.818,18.474,20.324,22.395,24.467
1806,-0.1733,16.82,0.09315,11.604,12.803,14.002,15.335,16.82,18.476,20.327,22.399,24.471
1807,-0.1733,16.8216,0.09316,11.604,12.804,14.003,15.337,16.822,18.478,20.329,22.402,24.474
1808,-0.1733,16.8232,0.09317,11.605,12.805,14.004,15.338,16.823,18.48,20.332,22.405,24.478
1809,-0.1733,16.8248,0.09319,11.605,12.805,14.005,15.339,16.825,18.482,20.334,22.408,24.482
1810,-0.1733,16.8264,0.0932,11.606,12.806,14.006,15.34,16.826,18.484,20.337,22.411,24.485
1811,-0.1733,16.828,0.09321,11.606,12.807,14.007,15.342,16.828,18.486,20.339,22.414,24.489
1812,-0.1733,16.8297,0.09322,11.607,12.808,14.008,15.343,16.83,18.488,20.342,22.417,24.492
1813,-0.1733,16.8313,0.09324,11.607,12.808,14.009,15.344,16.831,18.49,20.344,22.42,24.496
1814,-0.1733,16.8329,0.09325,11.608,12.809,14.01,15.346,16.833,18.492,20.347,22.423,24.5
1815,-0.1733,16.8345,0.09326,11.609,12.81,14.011,15.347,16.834,18.494,20.349,22.426,24.503
1816,-0.1733,16.8361,0.09328,11.609,12.81,14.012,15.348,16.836,18.496,20.352,22.43,24.507
1817,-0.1733,16.8377,0.09329,11.609,12.811,14.013,15.349,16.838,18.498,20.354,22.432,24.511
1818,-0.1733,16.8393,0.0933,11.61,12.812,14.014,15.351,16.839,18.5,20.356,22.435,24.514
1819,-0.1733,16.841,0.09332,11.61,12.813,14.015,15.352,16.841,18.502,20.359,22.439,24.518
1820,-0.1733,16.8426,0.09333,11.611,12.814,14.016,15.353,16.843,18.504,20.362,22.442,24.522
1821,-0.1733,16.8442,0.09334,11.612,12.814,14.017,15.355,16.844,18.506,20.364,22.445,24.525
1822,-0.1733,16.8458,0.09335,11.612,12.815,14.018,15.356,16.846,18.508,20.366,22.447,24.528
1823,-0.1733,16.8474,0.09337,11.612,12.816,14.019,15.357,16.847,18.51,20.369,22.451,24.533
1824,-0.1733,16.849,0.09338,11.613,12.817,14.02,15.358,16.849,18.512,20.372,22.454,24.536
1825,-0.1733,16.8506,0.09339,11.614,12.817,14.021,15.36,16.851,18.514,20.374,22.457,24.539
1826,-0.1733,16.8522,0.09341,11.614,12.818,14.022,15.361,16.852,18.516,20.377,22.46,24.544
1827,-0.1733,16.8538,0.09342,11.615,12.819,14.023,15.362,16.854,18.518,20.379,22.463,24.547
1828,-0.1733,16.8555,0.09343,11.615,12.82,14.024,15.364,16.856,18.52,20.382,22.466,24.55
1829,-0.1733,16.8571,0.09344,11.616,12.821,14.025,15.365,16.857,18.522,20.384,22.469,24.554
1830,-0.1733,16.8587,0.09346,11.616,12.821,14.026,15.366,16.859,18.524,20.387,22.472,24.558
1831,-0.1733,16.8603,0.09347,11.617,12.822,14.027,15.367,16.86,18.526,20.389,22.475,24.561
1832,-0.1733,16.8619,0.09348,11.617,12.823,14.028,15.369,16.862,18.528,20.391,22.478,24.565
1833,-0.1733,16.8635,0.0935,11.618,12.823,14.029,15.37,16.864,18.53,20.394,22.482,24.569
1834,-0.1733,16.8651,0.09351,11.618,12.824,14.03,15.371,16.865,18.532,20.397,22.484,24.572
1835,-0.1733,16.8667,0.09352,11.619,12.825,14.031,15.372,16.867,18.534,20.399,22.487,24.576
1836,-0.1733,16.8683,0.09353,11.619,12.826,14.032,15.374,16.868,18.536,20.401,22.49,24.579
1837,-0.1733,16.8699,0.09355,11.62,12.826,14.033,15.375,16.87,18.538,20.404,22.494,24.583
1838,-0.1733,16.8715,0.09356,11.62,12.827,14.034,15.376,16.872,18.54,20.406,22.497,24.587
1839,-0.1733,16.8731,0.09357,11.621,12.828,14.035,15.377,16.873,18.542,20.409,22.499,24.59
1840,-0.1733,16.8747,0.09359,11.621,12.828,14.036,15.379,16.875,18.544,20.412,22.503,24.594
1841,-0.1733,16.8763,0.0936,11.622,12.829,14.037,15.38,16.876,18.546,20.414,22.506,24.598
1842,-0.1733,16.878,0.09361,11.622,12.83,14.038,15.381,16.878,18.548,20.416,22.509,24.601
1843,-0.1733,16.8796,0.09362,11.623,12.831,14.039,15.383,16.88,18.55,20.419,22.512,24.605
1844,-0.1733,16.8812,0.09364,11.623,12.832,14.04,15.384,16.881,18.553,20.421,22.515,24.609
1845,-0.1733,16.8828,0.09365,11.624,12.832,14.041,15.385,16.883,18.555,20.424,22.518,24.612
1846,-0.1733,16.8844,0.09366,11.625,12.833,14.042,15.386,16.884,18.556,20.426,22.521,24.616
1847,-0.1733,16.886,0.09368,11.625,12.834,14.043,15.388,16.886,18.559,20.429,22.524,24.62
1848,-0.1733,16.8876,0.09369,11.625,12.835,14.044,15.389,16.888,18.561,20.431,22.527,24.623
1849,-0.1733,16.8892,0.0937,11.626,12.835,14.045,15.39,16.889,18.563,20.434,22.53,24.627
1850,-0.1733,16.8908,0.09371,11.627,12.836,14.046,15.391,16.891,18.564,20.436,22.533,24.63
1851,-0.1733,16.8924,0.09373,11.627,12.837,14.047,15.393,16.892,18.567,20.439,22.536,24.634
1852,-0.1733,16.894,0.09374,11.627,12.838,14.048,15.394,16.894,18.569,20.441,22.539,24.637
1853,-0.1733,16.8956,0.09375,11.628,12.838,14.049,15.395,16.896,18.57,20.444,22.542,24.641
1854,-0.1733,16.8972,0.09377,11.628,12.839,14.05,15.396,16.897,18.573,20.446,22.546,24.645
1855,-0.1733,16.8988,0.09378,11.629,12.84,14.051,15.398,16.899,18.575,20.449,22.549,24.648
1856,-0.1733,16.9004,0.09379,11.63,12.841,14.052,15.399,16.9,18.577,20.451,22.551,24.652
