Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
1792,-0.3901,16.483,0.08591,11.83,12.894,13.958,15.147,16.483,17.988,19.691,21.627,23.563
1793,-0.3903,16.4841,0.08592,11.831,12.894,13.958,15.148,16.484,17.99,19.693,21.63,23.566
1794,-0.3906,16.4851,0.08593,11.831,12.895,13.959,15.149,16.485,17.991,19.695,21.632,23.569
1795,-0.3908,16.4862,0.08594,11.831,12.896,13.96,15.15,16.486,17.992,19.697,21.634,23.572
1796,-0.391,16.4873,0.08595,11.832,12.896,13.96,15.151,16.487,17.994,19.698,21.637,23.575
1797,-0.3913,16.4883,0.08596,11.832,12.897,13.961,15.152,16.488,17.995,19.7,21.639,23.578
1798,-0.3915,16.4894,0.08597,11.833,12.897,13.962,15.152,16.489,17.996,19.702,21.641,23.58
1799,-0.3917,16.4904,0.08598,11.833,12.898,13.962,15.153,16.49,17.998,19.704,21.643,23.583
1800,-0.392,16.4915,0.08599,11.834,12.898,13.963,15.154,16.492,17.999,19.705,21.646,23.586
1801,-0.3922,16.4925,0.086,11.834,12.899,13.964,15.155,16.492,18,19.707,21.648,23.589
1802,-0.3924,16.4936,0.08601,11.835,12.899,13.964,15.156,16.494,18.002,19.709,21.65,23.592
1803,-0.3927,16.4946,0.08602,11.835,12.9,13.965,15.157,16.495,18.003,19.711,21.653,23.595
1804,-0.3929,16.4957,0.08603,11.835,12.901,13.966,15.157,16.496,18.004,19.712,21.655,23.597
1805,-0.3931,16.4967,0.08604,11.836,12.901,13.966,15.158,16.497,18.006,19.714,21.657,23.6
1806,-0.3934,16.4978,0.08605,11.836,12.902,13.967,15.159,16.498,18.007,19.716,21.66,23.603
1807,-0.3936,16.4988,0.08606,11.837,12.902,13.968,15.16,16.499,18.008,19.718,21.662,23.606
1808,-0.3938,16.4999,0.08607,11.837,12.903,13.968,15.161,16.5,18.01,19.719,21.664,23.609
1809,-0.3941,16.5009,0.08608,11.838,12.903,13.969,15.162,16.501,18.011,19.721,21.666,23.612
1810,-0.3943,16.502,0.08609,11.838,12.904,13.97,15.162,16.502,18.013,19.723,21.669,23.614
1811,-0.3946,16.503,0.0861,11.839,12.904,13.97,15.163,16.503,18.014,19.725,21.671,23.617
1812,-0.3948,16.5041,0.0861,11.839,12.905,13.971,15.164,16.504,18.015,19.726,21.673,23.619
1813,-0.395,16.5051,0.08611,11.84,12.906,13.972,15.165,16.505,18.016,19.728,21.675,23.622
1814,-0.3953,16.5062,0.08612,11.84,12.907,13.973,15.166,16.506,18.018,19.73,21.677,23.625
1815,-0.3955,16.5073,0.08613,11.841,12.907,13.973,15.167,16.507,18.019,19.731,21.68,23.628
1816,-0.3957,16.5083,0.08614,11.841,12.908,13.974,15.168,16.508,18.02,19.733,21.682,23.63
1817,-0.396,16.5094,0.08615,11.842,12.908,13.975,15.168,16.509,18.022,19.735,21.684,23.633
1818,-0.3962,16.5104,0.08616,11.842,12.909,13.975,15.169,16.51,18.023,19.737,21.686,23.636
1819,-0.3964,16.5115,0.08617,11.843,12.909,13.976,15.17,16.512,18.025,19.738,21.689,23.639
1820,-0.3967,16.5125,0.08618,11.843,12.91,13.977,15.171,16.512,18.026,19.74,21.691,23.642
1821,-0.3969,16.5136,0.08619,11.844,12.91,13.977,15.172,16.514,18.027,19.742,21.693,23.645
1822,-0.3971,16.5146,0.0862,11.844,12.911,13.978,15.173,16.515,18.029,19.744,21.696,23.648
1823,-0.3974,16.5157,0.08621,11.844,12.912,13.979,15.173,16.516,18.03,19.745,21.698,23.651
1824,-0.3976,16.5167,0.08622,11.845,12.912,13.979,15.174,16.517,18.031,19.747,21.7,23.653
1825,-0.3978,16.5178,0.08623,11.845,12.913,13.98,15.175,16.518,18.033,19.749,21.703,23.656
1826,-0.3981,16.5189,0.08624,11.846,12.913,13.981,15.176,16.519,18.034,19.751,21.705,23.659
1827,-0.3983,16.5199,0.08625,11.846,12.914,13.981,15.177,16.52,18.035,19.752,21.707,23.662
1828,-0.3985,16.521,0.08626,11.847,12.914,13.982,15.178,16.521,18.037,19.754,21.71,23.665
1829,-0.3988,16.522,0.08627,11.847,12.915,13.983,15.178,16.522,18.038,19.756,21.712,23.668
1830,-0.399,16.5231,0.08628,11.848,12.916,13.984,15.179,16.523,18.039,19.758,21.714,23.67
1831,-0.3992,16.5241,0.08629,11.848,12.916,13.984,15.18,16.524,18.041,19.759,21.716,23.673
1832,-0.3995,16.5252,0.0863,11.848,12.917,13.985,15.181,16.525,18.042,19.761,21.719,23.676
1833,-0.3997,16.5262,0.08631,11.849,12.917,13.986,15.182,16.526,18.043,19.763,21.721,23.679
1834,-0.3999,16.5273,0.08631,11.85,12.918,13.986,15.183,16.527,18.045,19.764,21.723,23.681
1835,-0.4002,16.5284,0.08632,11.85,12.919,13.987,15.184,16.528,18.046,19.766,21.725,23.684
1836,-0.4004,16.5294,0.08633,11.851,12.919,13.988,15.184,16.529,18.047,19.768,21.727,23.687
1837,-0.4006,16.5305,0.08634,11.851,12.92,13.989,15.185,16.53,18.049,19.77,21.73,23.689
1838,-0.4009,16.5315,0.08635,11.852,12.92,13.989,15.186,16.532,18.05,19.771,21.732,23.692
1839,-0.4011,16.5326,0.08636,11.852,12.921,13.99,15.187,16.533,18.051,19.773,21.734,23.695
1840,-0.4013,16.5336,0.08637,11.852,12.921,13.991,15.188,16.534,18.053,19.775,21.736,23.698
1841,-0.4015,16.5347,0.08638,11.853,12.922,13.991,15.189,16.535,18.054,19.777,21.739,23.701
1842,-0.4018,16.5358,0.08639,11.853,12.923,13.992,15.189,16.536,18.056,19.779,21.741,23.704
1843,-0.402,16.5368,0.0864,11.854,12.923,13.993,15.19,16.537,18.057,19.78,21.743,23.707
1844,-0.4022,16.5379,0.08641,11.854,12.924,13.993,15.191,16.538,18.058,19.782,21.746,23.709
1845,-0.4025,16.5389,0.08642,11.855,12.924,13.994,15.192,16.539,18.06,19.784,21.748,23.712
1846,-0.4027,16.54,0.08643,11.855,12.925,13.995,15.193,16.54,18.061,19.786,21.75,23.715
1847,-0.4029,16.541,0.08644,11.856,12.925,13.995,15.194,16.541,18.062,19.787,21.753,23.718
1848,-0.4032,16.5421,0.08645,11.856,12.926,13.996,15.194,16.542,18.064,19.789,21.755,23.721
1849,-0.4034,16.5432,0.08646,11.857,12.927,13.997,15.195,16.543,18.065,19.791,21.757,23.724
1850,-0.4036,16.5442,0.08647,11.857,12.927,13.997,15.196,16.544,18.066,19.793,21.76,23.727
1851,-0.4039,16.5453,0.08648,11.857,12.928,13.998,15.197,16.545,18.068,19.794,21.762,23.73
1852,-0.4041,16.5463,0.08649,11.858,12.928,13.999,15.198,16.546,18.069,19.796,21.764,23.732
1853,-0.4043,16.5474,0.0865,11.858,12.929,13.999,15.199,16.547,18.07,19.798,21.767,23.735
1854,-0.4046,16.5484,0.08651,11.859,12.929,14,15.199,16.548,18.072,19.8,21.769,23.738
1855,-0.4048,16.5495,0.08651,11.86,12.93,14.001,15.2,16.55,18.073,19.801,21.77,23.74
1856,-0.405,16.5506,0.08652,11.86,12.931,14.002,15.201,16.551,18.074,19.803,21.773,23.743
